io	variableGroup	variableName	uri	valueType	allowedVariableValues
output	Variant	1_154395946_A_G	TBD	Number	1
output	Variant	1_154397416_T_C	TBD	Number	1
output	Variant	1_154397589_T_C	TBD	Number	1
output	Variant	1_154397610_A_G	TBD	Number	1
output	Variant	1_154397932_C_T	TBD	Number	1
output	Variant	1_154397933_G_A	TBD	Number	1
output	Variant	1_154397984_T_G	TBD	Number	1
output	Variant	1_154400015_G_T	TBD	Number	1
output	Variant	1_154400320_A_G	TBD	Number	1
output	Variant	1_154400799_T_C	TBD	Number	1
output	Variant	1_154401972_T_C,G	TBD	Number	1
output	Variant	1_154404336_C_T	TBD	Number	1
output	Variant	1_154404380_C_G	TBD	Number	1
output	Variant	1_154404406_A_C	TBD	Number	1
output	Variant	1_154405024_A_G	TBD	Number	1
output	Variant	1_154405058_T_G	TBD	Number	1
output	Variant	1_154406540_T_G	TBD	Number	1
output	Variant	1_154406656_A_G	TBD	Number	1
output	Variant	1_154407419_A_C	TBD	Number	1
output	Variant	1_154407713_T_C	TBD	Number	1
output	Variant	1_154408340_T_C	TBD	Number	1
output	Variant	1_154409100_A_G	TBD	Number	1
output	Variant	1_154409730_G_A	TBD	Number	1
output	Variant	1_154410955_C_T	TBD	Number	1
output	Variant	1_154411419_A_C	TBD	Number	1
output	Variant	1_154414037_C_T	TBD	Number	1
output	Variant	1_154414086_A_G	TBD	Number	1
output	Variant	1_154414296_C_T	TBD	Number	1
output	Variant	1_154415396_C_A	TBD	Number	1
output	Variant	1_154415777_A_G	TBD	Number	1
output	Variant	1_154416935_G_A	TBD	Number	1
output	Variant	1_154416969_C_T	TBD	Number	1
output	Variant	1_154417044_A_G	TBD	Number	1
output	Variant	1_154417829_C_T	TBD	Number	1
output	Variant	1_154418088_T_C	TBD	Number	1
output	Variant	1_154418415_T_C	TBD	Number	1
output	Variant	1_154418749_C_T	TBD	Number	1
output	Variant	1_154418879_C_T	TBD	Number	1
output	Variant	1_154419843_A_G	TBD	Number	1
output	Variant	1_154419892_G_A	TBD	Number	1
output	Variant	1_154420087_G_A	TBD	Number	1
output	Variant	1_154420402_G_C	TBD	Number	1
output	Variant	1_154420778_T_C	TBD	Number	1
output	Variant	1_154422067_T_C	TBD	Number	1
output	Variant	1_154423764_T_C	TBD	Number	1
output	Variant	1_154423909_A_G	TBD	Number	1
output	Variant	1_154425135_G_A	TBD	Number	1
output	Variant	1_154425456_G_A	TBD	Number	1
output	Variant	1_154426097_A_G	TBD	Number	1
output	Variant	1_154426264_C_T	TBD	Number	1
output	Variant	1_154426970_A_C	TBD	Number	1
output	Variant	1_154428283_A_G	TBD	Number	1
output	Variant	1_154428505_C_A	TBD	Number	1
output	Variant	1_154555733_A_T	TBD	Number	1
output	Variant	1_154814462_G_A	TBD	Number	1
output	Variant	1_154834092_C_T	TBD	Number	1
output	Variant	1_154850445_G_A	TBD	Number	1
output	Variant	1_154857217_G_A	TBD	Number	1
output	Variant	1_154859940_C_A	TBD	Number	1
output	Variant	1_154861187_G_T	TBD	Number	1
output	Variant	1_154866093_C_T	TBD	Number	1
output	Variant	1_154867221_A_G	TBD	Number	1
output	Variant	1_154868055_G_T	TBD	Number	1
output	Variant	1_154869742_C_T	TBD	Number	1
output	Variant	1_154875793_C_T	TBD	Number	1
output	Variant	1_154877407_T_C	TBD	Number	1
output	Variant	1_154880386_G_A	TBD	Number	1
output	Variant	1_154881461_G_A	TBD	Number	1
output	Variant	1_154890227_C_T	TBD	Number	1
output	Variant	1_154892753_G_C	TBD	Number	1
output	Variant	1_154910930_T_C	TBD	Number	1
output	Variant	1_154911689_G_A	TBD	Number	1
output	Variant	1_154911798_A_G	TBD	Number	1
output	Variant	1_154916106_G_A	TBD	Number	1
output	Variant	1_154989595_T_C	TBD	Number	1
output	Variant	1_155706217_T_G	TBD	Number	1
output	Variant	1_159890969_G_A	TBD	Number	1
output	Variant	1_159892088_G_A	TBD	Number	1
output	Variant	1_164452742_G_C	TBD	Number	1
output	Variant	1_165377552_G_A	TBD	Number	1
output	Variant	1_165378064_A_C	TBD	Number	1
output	Variant	1_165380623_G_A	TBD	Number	1
output	Variant	1_165526793_G_C	TBD	Number	1
output	Variant	1_167171571_A_G	TBD	Number	1
output	Variant	1_175289336_C_T	TBD	Number	1
output	Variant	1_175289399_C_T	TBD	Number	1
output	Variant	1_175290566_G_A	TBD	Number	1
output	Variant	1_175294275_G_A	TBD	Number	1
output	Variant	1_175296229_T_C	TBD	Number	1
output	Variant	1_175309281_C_T	TBD	Number	1
output	Variant	1_175312984_T_A	TBD	Number	1
output	Variant	1_175319189_T_C	TBD	Number	1
output	Variant	1_180676263_A_G	TBD	Number	1
output	Variant	1_180722353_G_A	TBD	Number	1
output	Variant	1_180820794_A_G	TBD	Number	1
output	Variant	1_180833569_A_C	TBD	Number	1
output	Variant	1_182744205_A_C	TBD	Number	1
output	Variant	1_193665684_C_T	TBD	Number	1
output	Variant	1_193667896_C_T	TBD	Number	1
output	Variant	1_198451541_T_C	TBD	Number	1
output	Variant	1_198463501_C_A	TBD	Number	1
output	Variant	1_199122192_A_G	TBD	Number	1
output	Variant	1_201787940_T_C	TBD	Number	1
output	Variant	1_201797535_C_T	TBD	Number	1
output	Variant	1_201800868_G_A	TBD	Number	1
output	Variant	1_201807776_C_T	TBD	Number	1
output	Variant	1_201808469_C_G	TBD	Number	1
output	Variant	1_201809918_G_A	TBD	Number	1
output	Variant	1_201810407_A_G	TBD	Number	1
output	Variant	1_201811761_C_T	TBD	Number	1
output	Variant	1_201815854_A_G	TBD	Number	1
output	Variant	1_201818629_T_C	TBD	Number	1
output	Variant	1_201821443_T_C	TBD	Number	1
output	Variant	1_201825277_C_T	TBD	Number	1
output	Variant	1_201826340_C_T	TBD	Number	1
output	Variant	1_201826482_C_T	TBD	Number	1
output	Variant	1_201830247_T_C	TBD	Number	1
output	Variant	1_201832864_G_C	TBD	Number	1
output	Variant	1_201834944_A_G	TBD	Number	1
output	Variant	1_201838107_G_A	TBD	Number	1
output	Variant	1_201841476_A_G	TBD	Number	1
output	Variant	1_201845575_C_A	TBD	Number	1
output	Variant	1_201850057_T_C	TBD	Number	1
output	Variant	1_201851492_A_G	TBD	Number	1
output	Variant	1_201860626_A_G	TBD	Number	1
output	Variant	1_201869257_G_A	TBD	Number	1
output	Variant	1_201870221_A_G	TBD	Number	1
output	Variant	1_201870675_T_C	TBD	Number	1
output	Variant	1_201872209_A_C	TBD	Number	1
output	Variant	1_201872264_C_T	TBD	Number	1
output	Variant	1_201885026_C_T	TBD	Number	1
output	Variant	1_201885157_C_T	TBD	Number	1
output	Variant	1_202731213_T_C	TBD	Number	1
output	Variant	1_208538033_T_C	TBD	Number	1
output	Variant	1_210536278_C_A	TBD	Number	1
output	Variant	1_210536387_T_C	TBD	Number	1
output	Variant	1_210536554_C_T	TBD	Number	1
output	Variant	1_210547486_A_G	TBD	Number	1
output	Variant	1_210608164_C_T	TBD	Number	1
output	Variant	1_214130413_A_C	TBD	Number	1
output	Variant	1_214145389_T_C	TBD	Number	1
output	Variant	1_214145706_C_T	TBD	Number	1
output	Variant	1_214147889_T_C	TBD	Number	1
output	Variant	1_214148246_G_A	TBD	Number	1
output	Variant	1_214148628_A_G	TBD	Number	1
output	Variant	1_214150821_G_C	TBD	Number	1
output	Variant	1_214154719_G_T	TBD	Number	1
output	Variant	1_214156514_T_C	TBD	Number	1
output	Variant	1_214157049_G_C	TBD	Number	1
output	Variant	1_214159256_T_C	TBD	Number	1
output	Variant	1_214163675_G_A	TBD	Number	1
output	Variant	1_214422446_C_T	TBD	Number	1
output	Variant	1_214428811_C_T	TBD	Number	1
output	Variant	1_214430221_A_C	TBD	Number	1
output	Variant	1_219048376_C_T	TBD	Number	1
output	Variant	1_219659668_A_T	TBD	Number	1
output	Variant	1_219660535_A_G	TBD	Number	1
output	Variant	1_219669226_T_C	TBD	Number	1
output	Variant	1_222040369_A_G	TBD	Number	1
output	Variant	1_222620877_G_A	TBD	Number	1
output	Variant	1_222722330_C_T	TBD	Number	1
output	Variant	1_222722631_A_C	TBD	Number	1
output	Variant	1_222725779_A_G	TBD	Number	1
output	Variant	1_222726093_G_A	TBD	Number	1
output	Variant	1_222732656_T_G	TBD	Number	1
output	Variant	1_222733309_C_T	TBD	Number	1
output	Variant	1_222734803_G_C	TBD	Number	1
output	Variant	1_222735113_T_G	TBD	Number	1
output	Variant	1_222735370_C_T	TBD	Number	1
output	Variant	1_222736405_A_G	TBD	Number	1
output	Variant	1_222739901_G_A	TBD	Number	1
output	Variant	1_222742676_T_C	TBD	Number	1
output	Variant	1_222745613_A_G	TBD	Number	1
output	Variant	1_222748085_A_G	TBD	Number	1
output	Variant	1_222748863_C_T	TBD	Number	1
output	Variant	1_222748973_A_G	TBD	Number	1
output	Variant	1_222753861_A_C	TBD	Number	1
output	Variant	1_222756807_A_C	TBD	Number	1
output	Variant	1_222761601_T_C	TBD	Number	1
output	Variant	1_222761649_C_A	TBD	Number	1
output	Variant	1_222762709_T_G	TBD	Number	1
output	Variant	1_222762958_A_G	TBD	Number	1
output	Variant	1_222763026_C_T	TBD	Number	1
output	Variant	1_222775657_G_C	TBD	Number	1
output	Variant	1_222779187_C_G	TBD	Number	1
output	Variant	1_222781932_C_T	TBD	Number	1
output	Variant	1_222786032_T_C	TBD	Number	1
output	Variant	1_222787302_C_T	TBD	Number	1
output	Variant	1_222790366_G_A	TBD	Number	1
output	Variant	1_222790465_A_G	TBD	Number	1
output	Variant	1_222791646_C_T	TBD	Number	1
output	Variant	1_222793632_A_G	TBD	Number	1
output	Variant	1_222793700_C_T	TBD	Number	1
output	Variant	1_222793770_T_C	TBD	Number	1
output	Variant	1_222794091_T_C	TBD	Number	1
output	Variant	1_222794455_T_A	TBD	Number	1
output	Variant	1_222794864_G_A	TBD	Number	1
output	Variant	1_222795118_G_T	TBD	Number	1
output	Variant	1_222795243_C_T	TBD	Number	1
output	Variant	1_222795569_C_G	TBD	Number	1
output	Variant	1_222796127_A_C	TBD	Number	1
output	Variant	1_222796136_C_T	TBD	Number	1
output	Variant	1_222796164_C_A	TBD	Number	1
output	Variant	1_222796169_T_C	TBD	Number	1
output	Variant	1_222796584_A_T	TBD	Number	1
output	Variant	1_222797173_G_A	TBD	Number	1
output	Variant	1_222797327_T_C	TBD	Number	1
output	Variant	1_222797614_C_G	TBD	Number	1
output	Variant	1_222798509_G_A	TBD	Number	1
output	Variant	1_222798965_G_A	TBD	Number	1
output	Variant	1_222799625_T_G	TBD	Number	1
output	Variant	1_222800632_A_G	TBD	Number	1
output	Variant	1_222800913_A_G	TBD	Number	1
output	Variant	1_222802376_A_G	TBD	Number	1
output	Variant	1_222802803_T_G	TBD	Number	1
output	Variant	1_222802926_C_T	TBD	Number	1
output	Variant	1_222803204_A_G	TBD	Number	1
output	Variant	1_222803831_G_A	TBD	Number	1
output	Variant	1_222804046_G_A	TBD	Number	1
output	Variant	1_222805698_T_G	TBD	Number	1
output	Variant	1_222806113_C_G	TBD	Number	1
output	Variant	1_222806218_A_G	TBD	Number	1
output	Variant	1_222807013_C_T	TBD	Number	1
output	Variant	1_222807131_G_A	TBD	Number	1
output	Variant	1_222807480_G_A	TBD	Number	1
output	Variant	1_222809408_G_A	TBD	Number	1
output	Variant	1_222809474_G_A	TBD	Number	1
output	Variant	1_222809616_C_T	TBD	Number	1
output	Variant	1_222810211_C_T	TBD	Number	1
output	Variant	1_222810764_T_G	TBD	Number	1
output	Variant	1_222810917_A_G	TBD	Number	1
output	Variant	1_222811225_T_C	TBD	Number	1
output	Variant	1_222811407_A_G	TBD	Number	1
output	Variant	1_222813725_T_A	TBD	Number	1
output	Variant	1_222813753_G_T	TBD	Number	1
output	Variant	1_222814442_C_T	TBD	Number	1
output	Variant	1_222814837_G_T	TBD	Number	1
output	Variant	1_222816356_T_A	TBD	Number	1
output	Variant	1_222817472_G_T	TBD	Number	1
output	Variant	1_222819221_G_A	TBD	Number	1
output	Variant	1_222820022_A_G	TBD	Number	1
output	Variant	1_222820639_G_A	TBD	Number	1
output	Variant	1_222820790_T_G	TBD	Number	1
output	Variant	1_222821211_C_T	TBD	Number	1
output	Variant	1_222821709_T_G	TBD	Number	1
output	Variant	1_222822999_A_G	TBD	Number	1
output	Variant	1_222823529_A_C	TBD	Number	1
output	Variant	1_222823743_T_G	TBD	Number	1
output	Variant	1_222825088_C_G	TBD	Number	1
output	Variant	1_222825717_T_C	TBD	Number	1
output	Variant	1_222826481_G_A	TBD	Number	1
output	Variant	1_222828704_C_T	TBD	Number	1
output	Variant	1_222829096_T_C	TBD	Number	1
output	Variant	1_222829550_G_A	TBD	Number	1
output	Variant	1_222830331_T_A	TBD	Number	1
output	Variant	1_222830362_G_A	TBD	Number	1
output	Variant	1_222831232_A_G	TBD	Number	1
output	Variant	1_222831372_A_G	TBD	Number	1
output	Variant	1_222832295_T_C	TBD	Number	1
output	Variant	1_222834503_A_T	TBD	Number	1
output	Variant	1_222834803_T_C	TBD	Number	1
output	Variant	1_222835222_A_C	TBD	Number	1
output	Variant	1_222835930_T_C	TBD	Number	1
output	Variant	1_222836733_T_C	TBD	Number	1
output	Variant	1_222836996_A_G	TBD	Number	1
output	Variant	1_222837594_G_A	TBD	Number	1
output	Variant	1_222837608_G_A	TBD	Number	1
output	Variant	1_222837939_G_A	TBD	Number	1
output	Variant	1_222840153_T_G	TBD	Number	1
output	Variant	1_222844700_A_C	TBD	Number	1
output	Variant	1_222846882_G_A	TBD	Number	1
output	Variant	1_222848029_T_C	TBD	Number	1
output	Variant	1_222851254_T_C	TBD	Number	1
output	Variant	1_222851265_A_T	TBD	Number	1
output	Variant	1_222855196_C_A	TBD	Number	1
output	Variant	1_222855335_C_G	TBD	Number	1
output	Variant	1_222857417_G_A	TBD	Number	1
output	Variant	1_222857769_A_T	TBD	Number	1
output	Variant	1_222858167_C_T	TBD	Number	1
output	Variant	1_222858398_T_C	TBD	Number	1
output	Variant	1_222859490_G_A	TBD	Number	1
output	Variant	1_222859498_G_A	TBD	Number	1
output	Variant	1_222862992_G_T	TBD	Number	1
output	Variant	1_222864159_T_A	TBD	Number	1
output	Variant	1_222874118_C_T	TBD	Number	1
output	Variant	1_222874501_C_T	TBD	Number	1
output	Variant	1_222874966_A_G	TBD	Number	1
output	Variant	1_222878175_T_C	TBD	Number	1
output	Variant	1_222880167_G_A	TBD	Number	1
output	Variant	1_222881372_C_T	TBD	Number	1
output	Variant	1_222882751_T_C	TBD	Number	1
output	Variant	1_222882949_C_T	TBD	Number	1
output	Variant	1_222886119_A_G	TBD	Number	1
output	Variant	1_222893880_A_G	TBD	Number	1
output	Variant	1_222899427_T_C	TBD	Number	1
output	Variant	1_222900848_G_C	TBD	Number	1
output	Variant	1_222904298_T_C	TBD	Number	1
output	Variant	1_222904310_T_A	TBD	Number	1
output	Variant	1_222905553_C_T	TBD	Number	1
output	Variant	1_222906294_A_G	TBD	Number	1
output	Variant	1_222911002_G_C	TBD	Number	1
output	Variant	1_222911960_G_T	TBD	Number	1
output	Variant	1_222917810_A_G	TBD	Number	1
output	Variant	1_222918945_A_C	TBD	Number	1
output	Variant	1_222919748_G_A	TBD	Number	1
output	Variant	1_222919895_T_G	TBD	Number	1
output	Variant	1_222923001_A_G	TBD	Number	1
output	Variant	1_222923351_A_G	TBD	Number	1
output	Variant	1_222923839_A_G	TBD	Number	1
output	Variant	1_222925375_A_G	TBD	Number	1
output	Variant	1_222925935_T_C	TBD	Number	1
output	Variant	1_222926678_C_A	TBD	Number	1
output	Variant	1_222927255_A_G	TBD	Number	1
output	Variant	1_222927394_G_A	TBD	Number	1
output	Variant	1_222930485_T_C	TBD	Number	1
output	Variant	1_222930776_A_G	TBD	Number	1
output	Variant	1_222935479_C_T	TBD	Number	1
output	Variant	1_222935785_C_T	TBD	Number	1
output	Variant	1_222935804_G_A	TBD	Number	1
output	Variant	1_222935811_T_C	TBD	Number	1
output	Variant	1_222936031_A_G	TBD	Number	1
output	Variant	1_222936058_A_G	TBD	Number	1
output	Variant	1_222936354_G_A	TBD	Number	1
output	Variant	1_222936769_T_C	TBD	Number	1
output	Variant	1_222937187_C_T	TBD	Number	1
output	Variant	1_222937295_G_C	TBD	Number	1
output	Variant	1_222937591_C_A	TBD	Number	1
output	Variant	1_222937735_T_C	TBD	Number	1
output	Variant	1_222938770_A_G	TBD	Number	1
output	Variant	1_222938997_G_T	TBD	Number	1
output	Variant	1_222939236_A_C	TBD	Number	1
output	Variant	1_222939314_A_G	TBD	Number	1
output	Variant	1_222939905_G_A	TBD	Number	1
output	Variant	1_222940523_C_T	TBD	Number	1
output	Variant	1_224246746_T_G	TBD	Number	1
output	Variant	1_224538940_C_T	TBD	Number	1
output	Variant	1_229681006_C_T	TBD	Number	1
output	Variant	1_229764374_C_T	TBD	Number	1
output	Variant	1_229764957_T_G	TBD	Number	1
output	Variant	1_230242962_C_T	TBD	Number	1
output	Variant	1_230250182_T_C	TBD	Number	1
output	Variant	1_230255859_C_T	TBD	Number	1
output	Variant	1_232592045_C_T	TBD	Number	1
output	Variant	1_232641169_T_C	TBD	Number	1
output	Variant	1_232776557_T_A	TBD	Number	1
output	Variant	1_232777394_A_G	TBD	Number	1
output	Variant	1_232780848_C_A	TBD	Number	1
output	Variant	1_232783851_C_A	TBD	Number	1
output	Variant	1_232784258_A_C	TBD	Number	1
output	Variant	1_232792981_G_A	TBD	Number	1
output	Variant	1_232795105_A_G	TBD	Number	1
output	Variant	1_236545893_T_G	TBD	Number	1
output	Variant	1_236546142_G_A	TBD	Number	1
output	Variant	1_236547422_T_G	TBD	Number	1
output	Variant	1_236552530_A_G	TBD	Number	1
output	Variant	1_236555310_A_T	TBD	Number	1
output	Variant	1_236557412_T_G	TBD	Number	1
output	Variant	1_236557771_G_A	TBD	Number	1
output	Variant	1_236557928_G_A	TBD	Number	1
output	Variant	1_243428152_T_G	TBD	Number	1
output	Variant	1_243446994_T_C	TBD	Number	1
output	Variant	1_243449881_G_A	TBD	Number	1
output	Variant	1_243454014_G_A	TBD	Number	1
output	Variant	1_243458922_A_G	TBD	Number	1
output	Variant	1_243462367_G_A	TBD	Number	1
output	Variant	1_243471192_A_G	TBD	Number	1
output	Variant	1_243498312_T_C	TBD	Number	1
output	Variant	1_243498533_G_A	TBD	Number	1
output	Variant	1_243501047_C_A	TBD	Number	1
output	Variant	1_243501056_C_A	TBD	Number	1
output	Variant	1_243522906_A_G	TBD	Number	1
output	Variant	1_243555219_A_G	TBD	Number	1
output	Variant	1_243589156_G_T	TBD	Number	1
output	Variant	1_243598670_A_G	TBD	Number	1
output	Variant	1_243608967_A_G	TBD	Number	1
output	Variant	1_243609927_T_C	TBD	Number	1
output	Variant	1_243615589_C_T	TBD	Number	1
output	Variant	1_243617188_T_G	TBD	Number	1
output	Variant	1_243663893_C_T	TBD	Number	1
output	Variant	1_244025999_G_A	TBD	Number	1
output	Variant	2_7650986_C_G	TBD	Number	1
output	Variant	2_7652767_A_C	TBD	Number	1
output	Variant	2_7655198_A_G	TBD	Number	1
output	Variant	2_7656440_T_C	TBD	Number	1
output	Variant	2_7659940_A_G	TBD	Number	1
output	Variant	2_9514917_C_T	TBD	Number	1
output	Variant	2_9515551_G_A	TBD	Number	1
output	Variant	2_9699313_T_C	TBD	Number	1
output	Variant	2_17303288_T_G	TBD	Number	1
output	Variant	2_19916425_C_A	TBD	Number	1
output	Variant	2_19918336_C_T	TBD	Number	1
output	Variant	2_19933380_A_T	TBD	Number	1
output	Variant	2_19933592_A_G	TBD	Number	1
output	Variant	2_19933680_G_A	TBD	Number	1
output	Variant	2_19933901_T_C	TBD	Number	1
output	Variant	2_19934220_T_A	TBD	Number	1
output	Variant	2_19934511_G_A	TBD	Number	1
output	Variant	2_19934661_G_A	TBD	Number	1
output	Variant	2_19935301_G_A	TBD	Number	1
output	Variant	2_19935520_A_G	TBD	Number	1
output	Variant	2_19936116_C_T	TBD	Number	1
output	Variant	2_19936238_G_C	TBD	Number	1
output	Variant	2_19940086_T_C	TBD	Number	1
output	Variant	2_19942473_G_A	TBD	Number	1
output	Variant	2_21120265_T_C	TBD	Number	1
output	Variant	2_21179426_C_T	TBD	Number	1
output	Variant	2_21182322_G_T	TBD	Number	1
output	Variant	2_21191063_A_G	TBD	Number	1
output	Variant	2_21194868_T_C	TBD	Number	1
output	Variant	2_21195522_G_T	TBD	Number	1
output	Variant	2_21206275_G_C	TBD	Number	1
output	Variant	2_21214832_G_A	TBD	Number	1
output	Variant	2_21237786_T_G	TBD	Number	1
output	Variant	2_21263639_T_G	TBD	Number	1
output	Variant	2_21265518_A_T	TBD	Number	1
output	Variant	2_21267210_A_G	TBD	Number	1
output	Variant	2_21267461_G_A	TBD	Number	1
output	Variant	2_21270554_A_C	TBD	Number	1
output	Variant	2_21271323_A_G	TBD	Number	1
output	Variant	2_21271707_T_A	TBD	Number	1
output	Variant	2_21272896_G_A	TBD	Number	1
output	Variant	2_21273490_G_T	TBD	Number	1
output	Variant	2_21274167_A_T	TBD	Number	1
output	Variant	2_21277922_A_G	TBD	Number	1
output	Variant	2_21277932_C_T	TBD	Number	1
output	Variant	2_21278773_G_T	TBD	Number	1
output	Variant	2_21281097_A_G	TBD	Number	1
output	Variant	2_21281856_G_A	TBD	Number	1
output	Variant	2_21282015_C_T	TBD	Number	1
output	Variant	2_21282578_C_G	TBD	Number	1
output	Variant	2_21282902_G_A	TBD	Number	1
output	Variant	2_21285711_C_A	TBD	Number	1
output	Variant	2_21286057_T_C	TBD	Number	1
output	Variant	2_21288226_G_A	TBD	Number	1
output	Variant	2_21288321_A_G	TBD	Number	1
output	Variant	2_21289432_G_A	TBD	Number	1
output	Variant	2_21290067_C_T	TBD	Number	1
output	Variant	2_21291312_T_C	TBD	Number	1
output	Variant	2_21291529_G_A	TBD	Number	1
output	Variant	2_21294975_G_A	TBD	Number	1
output	Variant	2_21297149_A_G	TBD	Number	1
output	Variant	2_21299867_T_A	TBD	Number	1
output	Variant	2_21302020_T_C	TBD	Number	1
output	Variant	2_21303470_T_C	TBD	Number	1
output	Variant	2_21303616_C_T	TBD	Number	1
output	Variant	2_21309122_C_T	TBD	Number	1
output	Variant	2_21309856_G_A	TBD	Number	1
output	Variant	2_21312210_C_T	TBD	Number	1
output	Variant	2_21313577_G_A	TBD	Number	1
output	Variant	2_21315664_C_T	TBD	Number	1
output	Variant	2_21319016_T_G	TBD	Number	1
output	Variant	2_21325188_A_T	TBD	Number	1
output	Variant	2_21326183_A_G	TBD	Number	1
output	Variant	2_21339285_C_A	TBD	Number	1
output	Variant	2_21339932_G_A	TBD	Number	1
output	Variant	2_21351326_C_T	TBD	Number	1
output	Variant	2_21368217_A_G	TBD	Number	1
output	Variant	2_21369815_A_T	TBD	Number	1
output	Variant	2_21377705_A_T	TBD	Number	1
output	Variant	2_21378151_G_A	TBD	Number	1
output	Variant	2_21378226_G_C	TBD	Number	1
output	Variant	2_21378580_A_C	TBD	Number	1
output	Variant	2_21378778_C_T	TBD	Number	1
output	Variant	2_21378805_A_G	TBD	Number	1
output	Variant	2_21381177_G_A	TBD	Number	1
output	Variant	2_21381214_A_C	TBD	Number	1
output	Variant	2_21381268_G_C	TBD	Number	1
output	Variant	2_21381435_G_A	TBD	Number	1
output	Variant	2_21381490_C_T	TBD	Number	1
output	Variant	2_21381608_C_A	TBD	Number	1
output	Variant	2_21381689_T_G	TBD	Number	1
output	Variant	2_21381702_G_A	TBD	Number	1
output	Variant	2_21381781_T_G	TBD	Number	1
output	Variant	2_21382363_A_C	TBD	Number	1
output	Variant	2_21382623_T_G	TBD	Number	1
output	Variant	2_21382624_G_T	TBD	Number	1
